,Abaetetuba,Abel Figueiredo,Acará,Afuá,Água Azul do Norte,Alenquer,Almeirim,Altamira,Anajás,Ananindeua,Anapu,Augusto Corrêa,Aurora do Pará,Aveiro,Bagre,Baião,Bannach,Barcarena,Belém,Belterra,Benevides,Bom Jesus do Tocantins,Bonito,Bragança,Brasil Novo,Brejo Grande do Araguaia,Breu Branco,Breves,Bujaru,Cachoeira do Piriá,Cachoeira do Arari,Cametá,Canaã dos Carajás,Capanema,Capitão Poço,Castanhal,Chaves,Colares,Conceição do Araguaia,Concórdia do Pará,Cumaru do Norte,Curionópolis,Curralinho,Curuá,Curuçá,Dom Eliseu,Eldorado do Carajás,Faro,Floresta do Araguaia,Garrafão do Norte,Goianésia do Pará,Gurupá,Igarapé-Açu,Igarapé-Miri,Inhangapi,Ipixuna do Pará,Irituia,Itaituba,Itupiranga,Jacareacanga,Jacundá,Juruti,Limoeiro do Ajuru,Mãe do Rio,Magalhães Barata,Marabá,Maracanã,Marapanim,Marituba,Medicilândia,Melgaço,Mocajuba,Moju,Mojuí dos Campos,Monte Alegre,Muaná,Nova Esperança do Piriá,Nova Ipixuna,Nova Timboteua,Novo Progresso,Novo Repartimento,Óbidos,Oeiras do Pará,Oriximiná,Ourém,Ourilândia do Norte,Pacajá,Palestina do Pará,Paragominas,Parauapebas,Pau D'Arco,Peixe-Boi,Piçarra,Placas,Ponta de Pedras,Portel,Porto de Moz,Prainha,Primavera,Quatipuru,Redenção,Rio Maria,Rondon do Pará,Rurópolis,Salinópolis,Salvaterra,Santa Bárbara do Pará,Santa Cruz do Arari,Santa Izabel do Pará,Santa Luzia do Pará,Santa Maria das Barreiras,Santa Maria do Pará,Santana do Araguaia,Santarém,Santarém Novo,Santo Antônio do Tauá,São Caetano de Odivelas,São Domingos do Araguaia,São Domingos do Capim,São Félix do Xingu,São Francisco do Pará,São Geraldo do Araguaia,São João da Ponta,São João de Pirabas,São João do Araguaia,São Miguel do Guamá,São Sebastião da Boa Vista,Sapucaia,Senador José Porfírio,Soure,Tailândia,Terra Alta,Terra Santa,Tomé-Açu,Tracuateua,Trairão,Tucumã,Tucuruí,Ulianópolis,Uruará,Vigia,Viseu,Vitória do Xingu,Xinguara
São João do Araguaia,413.83537955047103,62.26741976935317,380.7084616200546,618.9384936095244,241.77498651464245,886.3653961193672,859.7468215631658,585.4618631005814,532.5727231805093,458.6909234724132,330.60436844802626,540.568921778558,373.4703874428358,835.0798761594316,379.44921817176265,280.6290215591911,311.82445702471045,439.1308283855415,468.4913574884723,741.7669501030305,459.1412098649379,44.32589751193899,477.23762180260206,519.4310613414151,502.9613586200229,43.431107203010654,204.70421855397015,526.6692925738446,429.4501770161333,458.7104876549103,509.43306812576543,366.56715721523295,188.13362242841583,509.7843495284974,411.9746671434097,473.48571190869234,615.2963406208523,503.8463741210207,317.1953187398289,404.4922090248685,435.5398195040759,134.4878257164275,452.9033271133298,816.8446581275293,531.2324065111369,165.7829513653356,92.04774509478354,1117.7680758691645,253.008712690645,406.5339461252062,161.57921310149052,573.5334863313936,494.5825925181058,379.4190303796895,451.1049697271408,306.0496575494947,429.1270430516988,864.3617452786756,135.02715318296762,976.4321781831514,108.56695923509535,891.6709026280973,407.5359796300032,406.15278110786346,528.9550870987578,147.51378148114566,532.5398707014425,524.1746043172974,452.264538183121,559.8309148438892,503.6225324651307,330.4152307121454,310.1126039603099,703.3371774950542,794.0700738072968,460.01926722607936,393.817079247907,78.63991053684839,498.6109812415247,817.0182886088068,203.62285701395493,971.8996303802256,376.836568606572,1132.68280936293,472.1508461508989,379.98113515204966,290.57075594205514,64.45189289579699,277.40975721641416,213.2536767555326,299.4271586875513,505.3631151865482,126.5050250649482,666.1052339767793,483.3018371754672,406.7646974141874,560.4629935898654,663.3645598146195,529.15050415072,543.1455763018174,335.3830111102862,248.70715271143095,106.7277017309005,734.072947203564,550.305033282349,517.1873264546417,475.4971480403026,545.169576120888,458.2585163401626,465.0102214234938,396.7354714220047,471.2816793311785,483.968732174221,788.0846158466924,526.3918516656254,487.4998528230379,514.9547616268542,23.678617952726928,409.461756654695,440.2968961328157,483.2537655887256,82.69459274085622,515.3735781141784,543.9253916225348,0.0,449.6424942506872,459.4003652672562,182.36567238877265,369.35511828207575,555.9084961650168,282.41463803807744,503.12391580379983,944.788283057583,316.1938751315381,527.3788964290897,809.7686706276459,334.7383028928379,216.39262798978424,225.6865944335564,603.1927253786369,506.2043690448071,502.38586598053126,445.1117408480279,193.64253244940537
São Miguel do Guamá,142.8043557547464,389.3309926387636,103.98760435678196,374.8099358624021,659.3866152346794,832.5289863033613,727.7620906152222,886.2135928795872,273.45155785766025,89.23937293941977,491.8669375685154,132.3355011963159,76.6570239695809,962.810741992141,299.9624327386821,290.8994870723336,740.0926329395147,113.91512076901134,100.51999692247264,840.137689596474,77.5698092876888,409.963103110895,38.84901374456031,102.26321768458637,596.0451540374396,474.0718588527834,311.60662543510205,338.82492326773155,54.01817414550628,138.56953975627798,159.92293301594893,225.3860084513671,607.3599791389867,71.23728132097058,68.81453301048565,43.19786072971717,299.7437299088719,100.59034376051645,766.8164963089442,54.62274774826311,865.7538770908543,566.0318922319082,264.2651627591,834.5366023051558,94.23255745210643,294.73574004465814,534.1092607648072,1134.1666163539755,701.4616003100492,90.75249347918624,315.8769325680187,440.60585774734426,45.47561331061832,178.23467287944146,35.98946439801806,143.67698410239288,37.22084818963738,1096.551783016763,468.87980154460536,1258.06037614107,381.0396338765645,964.1873352442116,209.45999663684103,50.06680716656404,82.51585800578634,526.234196327543,83.3968249644854,80.1661711758554,80.65377940992236,645.6648269907727,388.3182342018514,235.608953671838,205.6488726256,791.9691556743984,751.3858754107603,190.0531522366181,122.41536502372156,421.6152623926092,50.20614947899252,1144.2259180980025,441.5568359963698,909.6362649640748,267.2009937459685,1079.4379077299077,52.78186476432908,787.1947959490683,410.8760085498749,493.7984306524175,183.68681104057853,603.0066047253176,741.9834961998267,60.0664409598731,576.1453382695629,808.1694039218746,170.01736728862824,388.40710134046265,553.1678686604862,675.2855770466234,85.31307251969714,101.4463260970234,779.3301095538106,691.701953286489,342.9536178669721,895.3410105830369,100.67789265570516,141.0128681160436,81.45559539814712,217.80599734597715,61.25026706726618,76.90464040193886,842.4490212269228,22.039250802249036,929.9440253704536,856.7913617120103,77.39319838666235,81.48527518371162,89.20183369949856,473.1766251428135,40.91441551723222,814.7360830565649,41.291694175023416,530.8974908950238,85.33006026022919,95.8938501417227,449.6424942506872,0.0,230.41104979057644,626.7538383197784,546.3264808298807,172.2298257197077,195.9445456117552,66.50558167369773,984.3566311647148,140.96824185903523,93.81005628876716,1012.9220491873994,720.3294098809621,354.88449577252635,251.4492757009922,724.4380418459689,87.98759763310778,128.72708504210175,515.7417806683619,637.5049132047809
São Sebastião da Boa Vista,94.5328386304609,415.8196307257266,156.0682657022867,174.57741585062502,599.447384942607,602.8786413426326,505.9312269019815,730.1794567322178,74.37787499654495,144.57701191409276,337.0985297657161,354.6163881412277,234.5443603970116,746.3087258602147,118.35712143405236,188.56693855543384,681.2350952571724,116.4985047706722,137.3559998933074,621.7202957808978,156.49871129560398,415.2049688579003,264.3927706647573,325.3427141356401,392.6098744356083,497.9446409976965,257.9736046963676,110.977559565011,178.15859241885283,365.02970005457183,109.1461494499584,92.92042292934865,556.6911243257018,286.69646685154896,280.23347941322135,201.30614502441605,156.8458743711496,165.8943856384057,750.6142392259585,196.00139903108848,799.4489056293827,533.194514526269,38.0272099312676,605.6274238258939,216.0753663882924,364.4736249508541,517.6991378158581,903.8129785822656,679.9666441780649,300.7333487037342,297.91033981591346,210.6738495513408,237.2272117556336,92.82142501506924,195.40460734464224,247.8979341743876,256.92003640609926,902.9319643553854,409.81559451300046,1077.1158530745536,356.2032037923756,738.7828796350971,53.26973848624343,248.7376543927384,237.717649771876,468.032462176104,252.39719095053516,228.89001614125243,151.28865730584866,435.1095969443625,159.41229401720165,129.25243643872727,154.4377689115544,573.475325241445,521.0029992162371,42.15690616827149,326.83943143656904,397.54686162810407,256.23081613517337,987.3017985794806,347.4858406048196,681.1589268342553,97.12484675962754,851.4744611749929,282.54710852454093,704.0297470970996,271.59279065028335,520.3255208310345,303.2504147020148,532.2038175721733,702.5645177902409,269.8407108714673,572.6813737347883,600.9959397534966,75.71633430230777,189.49721240035592,329.42999473196693,448.8632827951399,288.38155491587423,303.053287636416,740.0273948307025,657.2059228064285,368.59631755484656,688.9027795725559,271.9870044428963,136.59776496570518,161.16157324948324,102.99968255828236,172.57928765423546,307.0472482791409,803.6376017061591,240.04934961016036,887.7616921682819,632.9569390237216,267.30393963309695,170.73571076994978,194.52408470126025,481.30584537079767,217.9401481891249,705.0588989630962,216.4229194589776,538.7584167220532,200.7834480291344,283.13851795825394,459.4003652672562,230.41104979057644,0.0,601.1077785445784,382.859130079916,154.78378981182178,194.5375270786916,209.23745601092145,755.5565500460642,206.1708655195398,307.86713813679546,813.3110004968894,628.2303163880897,269.7857966455759,358.8496114694109,517.0056280364678,183.77012754240184,358.8708238073534,317.36721383011985,609.7756047932006
Sapucaia,573.1310528095471,244.5718248651089,549.3356108575622,742.3827326431762,95.27855977664852,921.1379780405102,926.0050400105976,478.3853124575377,669.8858651412643,626.0757464063076,369.56273507390927,722.390097772796,551.5769022493728,796.0945681570801,501.17720123279327,412.6755958510717,137.76912373478993,602.8000418073042,634.5343053625096,724.7397879588863,628.0985498450824,217.55274911143567,656.2435158287725,700.6577069082862,524.010081582656,175.6969583771832,346.0027452394129,646.54964871391,601.6684257925887,641.0472796427732,668.2018456325724,509.9672498997445,73.30102006016558,689.3288431590403,592.9018867382811,647.2078140205043,757.4309930620526,671.9378485083294,149.5342784908717,578.8724767008995,255.996544686401,68.09419271852073,586.2126587465675,828.1435701164723,703.7640074325104,348.1466168042617,92.73919602716369,1110.3178253457777,78.88864028520247,588.2989206761141,318.8185902249026,669.7992317921505,670.9808865963134,533.3114251268731,624.8605143441225,484.20600637735305,608.5617933132097,773.0195845687421,194.55492217015177,855.8375858005917,252.79815157884624,873.407312804988,553.2710237328376,585.2853032085858,703.8881119781589,143.24307399208422,708.6641594710513,698.4815529570617,620.7271259213221,573.1717873073159,606.0438372073879,474.0733715838487,465.2649906535208,694.9361476388668,831.9704181691037,610.389126188998,576.1435878914987,209.9546298989881,676.4201956017928,679.9246625192976,271.1150616014501,1004.2695922312572,508.3828082004722,1152.9826654625535,652.3595617248625,218.87168184740688,369.97015481903424,166.87537584527996,459.1831483701987,127.15835974476224,117.06514913863953,683.9454380413281,69.96046660617407,636.7552035739144,638.5276149921297,499.3820945715997,613.799109195992,693.3919506155477,708.1957875721442,722.6405481841914,153.35851001501496,66.34555321662191,285.8981103795434,687.8553181714286,727.2613463263236,679.9040816251913,644.4648475683049,696.1628185703202,629.2483405014768,646.436426581805,215.78699220570024,648.6562437089651,303.28904003591555,779.9524926624692,704.0322804626336,657.1350340051811,685.986501752968,160.8025914042225,586.0532886648709,299.31182720079465,658.1520385084553,115.99889135185568,687.1183072350025,722.0482977915959,182.36567238877265,626.7538383197784,601.1077785445784,0.0,384.1759707582337,717.1947274809069,446.7493209896523,676.4579339193205,937.1557616756934,489.0863965928498,707.62542709631,736.3962329784486,201.12781132261003,332.8162966741551,407.7600134851763,592.5828124342994,676.4507692332708,684.6601470932081,490.4095088087814,11.368265630346476
Senador José Porfírio,420.2542208908215,381.4258006885656,442.3633695037758,449.75222753257896,325.4381944766274,537.3172175490472,548.4203876045439,347.93432497039066,422.69661742922585,491.10029189678687,55.81456049506248,676.9586405641692,498.3651976440045,473.9392528573457,266.7268925956428,257.6476837010219,389.735764627185,458.0102786703976,491.45534675007406,373.4002826631466,499.9601342131464,347.84230561091124,585.0752363929352,647.4412940477862,140.5457071832899,409.1073055141087,270.9031278385007,362.10531804250326,496.9017975091255,639.6086107559713,488.0391622358124,329.22610032546817,312.6940086801268,617.0340799445567,556.8549272378724,539.7832125271076,507.8407339855858,529.563637066183,511.42215243238536,492.6154252689645,480.7512955576144,330.25388532472186,349.32178961288423,451.9706702330943,577.7780338122528,429.8206318048148,350.7687033980035,748.9132827188095,447.46324623794135,567.049253714402,307.4234180294125,336.7281204028453,575.7777566492147,375.50378340844406,522.8548038990974,453.65486804619496,551.9342456156917,556.2829064550425,235.7546073326436,711.7859078813158,291.3733666835005,522.7618113999723,362.2183404429384,531.5159023548184,592.3645589429942,253.4613656560261,604.2973442704714,584.005230210235,492.09843766373945,193.5700900981037,294.4488196229085,311.4124432704927,342.18601964590266,334.0323831598645,447.8030319783905,415.721899619858,575.9873233227281,295.9599060201345,590.8331635587278,606.0949068601573,170.63227823947207,621.010939780867,295.5835670299628,773.8314600332592,594.3757150959025,374.5210368466896,137.7298729165878,424.631812126359,475.1032215309981,262.2826914716394,436.6213487233915,603.4740210056574,403.75677225832953,304.0543023294825,452.6359665520429,200.1805715397157,236.8637325028944,309.5042243534804,627.5852619631834,644.0291275005352,467.2930148788691,409.2798734442567,369.44297221185866,381.2181050014032,625.7098345337579,512.4648798494067,512.4232912951528,483.4249428480396,510.94387822562265,606.4335434666807,521.9114652327655,565.3322848512267,591.6684065172134,418.7358145257146,611.8895447232563,525.449320632722,555.2955177497649,375.54768046265343,512.017716953539,344.7571932494453,555.5412407971245,403.33832460453925,560.0109134998819,630.7422887179979,369.35511828207575,546.3264808298807,382.859130079916,384.1759707582337,0.0,536.6860430331792,365.1041926697076,560.4631309892904,575.6454956471007,424.8958885519078,639.8382879584951,480.7712577390751,297.74465389766607,219.3854318895994,476.4695010944693,234.81982195855028,543.6545069984332,660.0932429738608,117.14894955192196,386.5013887286273
Soure,144.07024854529186,502.3390428653481,179.36469673571526,226.45305419058624,729.0915202506181,705.3184084703535,583.4539398336527,884.414848631596,146.69247770071675,104.54585752473552,489.299113558628,254.24531985913725,225.7843641401128,888.458875159099,270.2575225079454,318.2971237981281,811.5551458678107,117.04577492841574,92.0359584440911,763.1722494842543,109.6990793260769,512.2546814651978,187.03582207450145,230.45719781605985,544.4076616910227,588.6930288396092,372.9233809282968,227.300272446908,148.09030475736498,303.5899137817358,50.94130329728849,220.2486108115077,682.139947207634,191.86464468952613,240.67497447185997,129.047488316496,134.93342868579032,71.87783906884995,864.7720299981474,178.5497482485126,933.5226868799648,650.9940813733054,191.1047476242044,729.9762528999516,98.3419041820366,425.1038450291532,628.0551619983736,1015.7579026252796,795.5092059325248,262.8606243752714,399.4650553110166,326.99474206920723,147.79200362054695,185.89577119988743,142.15422557661375,276.0105544114461,209.30777710406628,1054.913295312773,535.0022409239297,1231.0239086044623,464.6400751724681,870.50100749571,179.321603928984,216.31828693937345,124.80859262996256,594.5156105557883,139.4051810405404,118.07631494382356,113.63808184701992,583.7250526414136,296.95976505248103,251.6538621808485,252.12426372193045,715.3114519939141,632.6300278593437,121.69899711023352,294.43397403512205,507.5265393635134,165.1629235007237,1141.8532253372491,483.58665643603257,776.4244055564302,243.68263687395097,943.0652054591806,208.81667973597823,842.7864673114808,419.1217933585464,610.3594213729625,329.66358639017216,664.6774233086732,825.7699469348784,175.76587081570642,678.4186830146642,749.7377606185252,85.58159213804049,344.1229774169075,469.5208084732457,582.140683835079,182.97147936930483,192.5835971628488,863.6149728665491,777.8473401381584,453.2229145943007,837.4403658582896,151.9502703238328,39.49966195097089,96.7532584091296,70.14099969709872,119.99058249697674,238.374415455668,927.66853649956,166.47256951529394,1013.7955103760224,768.1494630627305,160.33057673923733,91.80288205415955,87.93839396775991,579.3011789345566,189.8725549289266,851.2646145516811,135.21555051273316,638.431697810891,94.10153951991178,168.72288214300454,555.9084961650168,172.2298257197077,154.78378981182178,717.1947274809069,536.6860430331792,0.0,273.56277558031024,112.8023179982743,878.7840888686849,247.9698291593971,206.3689696629233,963.8816461947716,768.9746583776795,399.0140122844905,397.0462363331832,666.2571679957786,85.19973630077266,276.72279745066413,471.012899450086,726.8905939252566
Tailândia,131.94488825688506,230.50864233434189,103.52051103483772,367.937764205726,468.9437474289346,745.7782622945131,674.2017073014343,695.659413373775,268.4238262858343,179.33758368438183,309.34817942690154,318.693757624832,135.1181612173012,812.5141807679588,171.16968664298884,109.66647273282224,550.7583267942967,157.1090696811278,187.9073731325684,695.3792224267806,181.7465707187696,238.692639151942,232.35255632556303,290.56218339992006,440.5096955526284,316.2352777966816,115.71685590078314,289.2329497672443,158.93291084861866,274.5230941507967,227.19666370792143,112.90808756754105,418.6028179587748,266.28463824381373,192.75645329723352,205.79786828685224,342.3575972250176,225.2285288735469,592.7669923809417,142.07634347816332,675.5757106368761,382.1764877737219,202.5239613449765,718.2199788159389,259.551396661902,169.9402748948524,356.07222879056246,1026.3609544588398,524.2992387535884,201.97835440683943,127.99991191871771,369.0919388665926,235.2557723184401,103.66761334186324,184.204882893886,91.23665309882928,192.14203736381685,921.1894611638796,275.71205634303766,1074.2122164668936,194.36001669504896,831.8857477663677,141.73352406691953,169.94063430656547,263.4483528895831,334.30497209973305,270.87442953893526,256.95024034425774,174.21703368233102,495.8393251104322,300.1275509210056,89.01560330299952,44.98419039385336,648.5741592957536,656.5633202556793,183.9423989619937,211.8980494478988,236.9598827013765,245.45447569068017,952.4782190659472,245.89057521248893,829.0707051630674,147.15639530001093,999.0728389535795,236.9674256838233,593.328898785107,227.3841048021928,338.1966431600846,130.08748491507404,409.7083062469172,558.488539539621,256.00623953466703,405.14314420685486,649.0380018794032,202.63897523583984,249.3757682618219,430.91634690750055,553.9038333906132,281.24871878580944,297.37917097770827,596.2778974094689,509.3218432446964,181.53904024458217,733.5973507144042,291.27271798763195,235.0535706258181,198.0418530376327,266.3092351948447,184.33032143616543,244.51394228129095,660.1690495438229,217.48004739514369,747.1859965023516,722.545930589772,271.1438872607544,210.95068417794505,240.50740720007155,305.7619331399653,156.50974189422055,618.8077122469097,218.878041595244,364.88084370800607,242.2526870777825,290.29331432280475,282.41463803807744,195.9445456117552,194.5375270786916,446.7493209896523,365.1041926697076,273.56277558031024,0.0,233.7252647822439,864.3991071583193,60.223479789873565,288.09623759361415,843.020011771217,525.1014295273932,160.03760948768416,170.5884407740064,567.9140845830786,230.4959995201104,296.7960165198965,360.3562126238578,456.8602278819619
Terra Alta,140.63535286046462,444.3757937335059,130.79351765880892,330.35845294374303,702.6165913675585,800.7318554272626,687.2414092136265,905.730627112255,235.7443282792964,69.99611156770172,507.9218307902904,149.50543230352676,137.28316879338996,954.5519932373036,300.81294394904205,313.43066129221614,784.3075528268997,103.3239011685624,72.96916312504962,830.3194384564285,60.50845286569618,461.8405727023621,74.26193683849816,122.43854773966802,594.6955453438694,530.2456262480757,347.6100489198848,309.3319668555078,75.06304237884476,190.8285404122136,115.35278322312142,231.49271685853492,651.9381766153326,82.66990285379785,134.28980545016333,29.74063630235041,246.12424272699988,47.877080217300765,819.3774144270355,98.75759568957362,909.2685356565158,613.6423123307151,246.48085082087425,813.018838141593,28.94589968918618,354.0859957969666,584.364124921823,1107.1750833426404,752.6161414888171,155.4695674431081,360.0543294008567,412.29339185025896,35.15483354538356,184.97471336077268,52.04240187784973,200.6702110119444,102.83920838343248,1101.8021687679814,509.3542251664795,1269.3420743364109,426.36528479472366,947.8218130461902,204.0657789727946,116.06221662798876,31.946611546780723,568.0301018717666,44.49283834044672,23.966736048453942,68.37554297427954,640.7128720218575,368.1082609156568,250.9474022599422,231.3182160406024,782.0449508040249,723.2228625920816,167.09414198996666,187.0782776478993,468.2553302459002,53.519953584969706,1164.4207968738688,473.1841074830051,875.1371045967379,268.81674215674303,1043.6510521280152,96.03721401231088,826.3969667642241,429.5562715897625,550.6520368000968,246.23533028983337,643.1947157686064,790.1331010483847,65.6365350377672,629.2207383657569,805.6833758636917,137.22997991387044,386.59900636402296,538.6247653704128,657.8503787810032,79.90155375930023,93.94180295001608,827.7775322709556,740.3766026759175,396.63698613031374,893.4779565109476,65.60313362251993,89.8762271722858,49.53963112187252,169.4846929935052,51.0072156376907,125.6177896683946,891.3965873117746,55.03409618097791,978.7178902587088,842.1881246609897,58.14913971203872,38.52759712484753,24.97027608457086,526.7922373115803,98.22021220487656,847.578769023908,25.273984243767966,585.3074115864447,19.561843985048185,74.1880245031723,503.12391580379983,66.50558167369773,209.23745601092145,676.4579339193205,560.4631309892904,112.8023179982743,233.7252647822439,0.0,962.871785712247,187.52353560819293,101.18535710951254,1015.0130587085408,756.8502346186649,385.6365763727495,314.62837583490466,721.5593757024914,29.55113441762309,165.55674890964696,516.1334244670256,686.9345132377816
Terra Santa,842.2645948568071,952.1793525492872,894.288850043778,664.3717285068843,856.666652472463,217.53627811886864,378.3206438626958,579.2580986655881,732.9546673136267,900.1334833119452,616.1691500833134,1110.0976010554211,970.811326866366,196.9957792009247,699.0074802581157,762.2094520242174,891.6243256558355,871.0702955907074,892.5489341686417,213.3137387494589,912.0474350200222,920.9922025997153,1019.6111994749732,1080.897446717104,444.8136326431626,984.7524842258111,811.6190165306925,654.6067618507567,930.7565494865256,1112.988319777386,851.2670203166094,772.4428860333871,864.031353396664,1042.1246964778873,1025.2015443693242,956.8485216421182,766.3351680016239,916.7791173393978,1035.0275866988345,942.8551130517884,927.0689127641092,894.6707637174605,720.2933091263656,149.9304184469066,964.7951789054008,982.3913480760992,921.7035909353528,173.7691886832367,984.11183290574,1042.8829063127855,859.1125355383457,552.403043083748,992.4836635541176,814.3940295753224,950.2503107008108,953.1743516498746,1006.8422932361256,435.8638628547824,811.3559351783063,617.9990644708439,859.747728168633,79.15928239423798,776.796897312488,994.129743351387,988.9763007591696,823.34068008421,1004.1619096431,980.35569651962,906.6797396295424,386.62185551930514,596.3372966162447,779.9724661565293,824.4597665320775,243.4078907406845,253.5340256469852,797.3740194653919,1063.2076412298268,869.9805518892024,1011.6147069310566,685.9185114939306,743.0801895969154,216.4439274086372,729.4152696645359,257.1095360066975,1037.0162870091997,832.8290163890556,675.1665799160777,1000.0778703774268,993.4455716902354,810.0660361590959,951.8722952780164,1025.177410049246,970.5351496776028,306.1318484963094,825.6679691722926,615.2030797956276,435.3375908758857,311.51670670168966,1042.7089890544555,1056.6703819331017,971.1722507409712,942.2367380882492,932.5859842800016,289.8319646940096,1022.0968742066824,879.6414960810957,916.2031069810554,808.6648271459977,928.055526218748,1059.8348140049502,1007.1417284480514,995.3712915246006,1047.5588299759029,157.86673158820295,1020.9225505374447,924.814351289257,945.1292188075308,951.1562871073212,965.4319957496524,749.721515232698,971.8500702830344,976.2278484487504,951.8051234431584,1035.3587121653484,944.788283057583,984.3566311647148,755.5565500460642,937.1557616756934,575.6454956471007,878.7840888686849,864.3991071583193,962.871785712247,0.0,913.2173033837288,1062.9741019134474,357.0450590931368,780.0557248321747,766.8784806399464,1016.7548930209856,345.8715183310956,935.434502681824,1113.052958805078,515.2448215449737,936.3586932412164
Tomé-Açu,121.74760944025532,258.691737617098,68.68384315701904,379.87166377506986,518.6568510802041,785.7892748446467,704.6693331676563,755.6740510604852,275.49517504635384,145.35283569759036,369.19866825196505,259.35129102478334,75.12278971821853,867.9024324068619,214.6405861249032,168.17001030468805,599.625333798072,132.8834921815037,156.62681414548686,749.385495938252,144.16788055696958,274.4548541209828,175.46891667472565,231.6984961791385,495.96747360434944,345.1163178665265,172.91878046294676,311.77483274777086,113.28120071724364,215.10452615830891,207.80339588797116,144.82085065170384,466.9263884504949,209.5815438830431,132.5333757016661,158.14634792176864,338.06476669153665,189.0637190700334,631.9295763239693,89.98109807342678,725.1554008713795,426.879075130256,224.1570867383167,765.6954540909222,215.2633906389347,177.2136230079549,396.8797637254835,1072.643451248783,565.0961824313096,142.2417179411687,175.03870369174516,400.8787735014437,183.22323182901235,115.1566736241406,135.78217000323377,42.81838261345457,133.05439217143208,980.7356333845948,327.9485892986364,1134.4089914244628,240.6092345777423,883.4806430906386,158.71511196143123,110.35915145843656,214.89211226186455,385.2822917738596,220.3467061635268,209.39548710442745,137.8563698287232,550.2901337842617,335.2667759998526,133.32138310461457,89.73025484689734,702.155764073418,698.235924963466,183.4943591627637,154.31532665008908,281.79062139163085,191.1466611537437,1012.2578648667148,304.20828966272853,867.8163292937392,185.896310689266,1038.355469157378,178.3188973590853,646.2664719510308,287.17404606265177,366.13480459253,97.07980342214826,462.0531069237538,603.2560240176339,200.65833072939176,441.9673583005045,705.8461934042003,191.3393297381625,298.6880110540544,478.14700681370886,601.848611657078,225.82695502052076,241.59439461034216,640.8074307455992,553.2957258978155,210.22280443797047,791.0156487733184,239.7560340863021,208.47026155673532,160.331041191523,256.17130171499633,142.15318764668723,184.54128996546712,704.2846173855563,162.94986737241916,791.6835831227502,774.2984553828941,217.9164710916266,171.81833299405676,198.77487524561823,339.8719178092466,100.29883331034672,675.3588387208944,169.2265990298563,398.6649051743256,199.2021827416509,236.7177313067672,316.1938751315381,140.96824185903523,206.1708655195398,489.0863965928498,424.8958885519078,247.9698291593971,60.223479789873565,187.52353560819293,913.2173033837288,0.0,230.79062688642932,901.8406312047036,579.8536750685627,219.4325964053338,156.2591802129167,624.0307928844642,190.1942011477633,236.5865375016782,415.3282882270957,499.6247239992256
Tracuateua,229.29771419400703,465.66630968146944,197.52141973947548,429.85466002028375,745.731065558263,901.9107213082028,787.1991644438864,980.0051614071856,336.87238887245246,163.8679999544503,585.5220695170093,48.49968784218957,158.6637680180475,1049.8423298212958,389.6675449482523,384.7094567594577,825.464927265326,195.2065751779145,170.53910888340698,926.2733344867686,152.2612106218701,490.0749671483314,55.808582280873736,25.813650320119496,685.7902772707255,547.6668169218144,403.28842591744416,410.2399000137574,143.8808044901236,118.91897013484537,216.3376505750105,316.30240916005874,692.911847006728,22.849598525840225,116.03849280229235,107.30570163843376,341.2788718872586,148.85404760396065,843.7192740468786,148.30116248854603,951.3454459556056,649.2643946186407,344.2763115372828,913.06303749819,108.04684138728145,365.63782048168713,614.9336532231297,1208.1953842771288,780.3726995681557,126.27589738743596,403.6796479314736,513.2020703872763,70.66134269994126,268.8098958690092,119.07282705428486,224.5707459656003,99.83137973022846,1188.7648726282616,557.7178411393835,1351.461932224896,467.4161508828603,1046.4778331620837,295.7757887631925,123.401433936513,81.56179124434057,614.0366290703622,67.18635576506453,88.63995787419402,158.53971367955904,733.9866987629423,467.25775046150136,328.7207386598356,299.45601150175645,878.0083053364316,824.2769661257212,265.8178230823666,150.36192781090304,506.6409736100611,51.991512120901575,1237.967500022392,533.986393137468,976.143217956263,356.9733609194966,1144.4523217138787,55.26844106328177,875.7502486286867,504.64296584153806,566.0626673794405,251.5268721482456,691.4682269042663,823.9491760870645,38.3431548135104,653.359904496978,897.7035147390294,237.8787287839872,477.4969412258166,636.245848174791,756.6488349328791,23.547631999364167,21.83615565906723,860.877192008001,773.33760051028,421.8052352698264,985.1842304057654,60.67619139003975,189.9600766951029,146.80268226560167,268.9058502632283,137.15292937888958,68.47227294821661,923.2945893679312,74.63997402003832,1010.7404562743908,940.1576242761902,46.04249519189104,138.40111928463844,122.40035343906882,550.5041382745854,131.6098009293499,906.1299981237552,91.6689914047126,606.6288822509171,115.57873890360584,42.188414942981446,527.3788964290897,93.81005628876716,307.86713813679546,707.62542709631,639.8382879584951,206.3689696629233,288.09623759361415,101.18535710951254,1062.9741019134474,230.79062688642932,0.0,1104.2129182122449,810.3758560193144,447.7713112400893,313.9886583739909,813.736923277155,130.17915941618662,76.11242649831495,605.9948458519743,718.610526771224
